간호학관,="0101",410,프로그래밍및실습Ⅱ-B,박성훈
간호학관,="0101",411,웹프로그래밍Ⅱ,이현섭
간호학관,="0101",417,디지털영상처리Ⅱ,김남규
간호학관,="0101",510,영상음악제작,인병오
간호학관,="0101",618,프로그래밍기초Ⅱ,김근형
간호학관,="0101",622,게임인공지능,오세웅
간호학관,="0101",623,영어회화,데이비드스크래그즈
간호학관,="0101",711,영화제작실습기초Ⅱ,박세영
간호학관,="0101",715,고급촬영실기,정성욱
간호학관,="0101",715,고급촬영실기,정성욱
간호학관,="0101",718,영상촬영기법,김영조
간호학관,="0101",813,파이썬심화,윤주상
간호학관,="0102",704,재난통계학Ⅱ,엄영호
간호학관,="0103",704,사회복지자료분석,이민홍
간호학관,="0104",704,사회복지자료분석,이민홍
간호학관,="0105",704,사회복지자료분석,이민홍
간호학관,="0106",704,사회복지자료분석,이민홍
간호학관,="0107",209,허약아론,유선애
간호학관,="0108",101,운동요법론Ⅱ,조성우
간호학관,="0109",306,글로벌기업탐방연구Ⅱ,이경구
간호학관,="0109",616,호스피탈리티연구방법론,김영훈
간호학관,="0109",713,경영정보시스템연구,정석찬
간호학관,="0109",714,경영정보와지식경영특수연구,조재균
간호학관,="0110",510,음악연구 I,탁경주
간호학관,="0110",614,스토리텔링과서사,이철우
간호학관,="0111",306,글로벌기업탐방연구Ⅱ,이경구
간호학관,="0111",713,경영정보시스템연구,정석찬
간호학관,="0111",714,경영정보와지식경영특수연구,조재균
간호학관,="0112",510,교실 악기 실습 I,최연지
간호학관,="0112",517,대중음악 반주법I,연관호
간호학관,="0112",614,스토리텔링과서사,이철우
간호학관,="0113",306,마케팅관리론연구,이동철
간호학관,="0114",106,간호교육이론,이연희
간호학관,="0201",402,상한론Ⅰ,이상협
간호학관,="0201",412,생화학Ⅱ,최영현
간호학관,="0201",501,진단학Ⅱ,김경철
간호학관,="0201",509,심계내과학Ⅱ,진명호
간호학관,="0201",512,보건법규Ⅱ,이해웅
간호학관,="0202",205,오장생리론Ⅰ,강경화
간호학관,="0202",412,생화학Ⅱ,최영현
간호학관,="0202",501,진단학Ⅱ,김경철
간호학관,="0202",509,심계내과학Ⅱ,진명호
간호학관,="0202",512,보건법규Ⅱ,이해웅
간호학관,="0203",102,소변론,손변우
간호학관,="0204",410,프로그래밍실습Ⅱ,우영운
간호학관,="0204",415,컴퓨터알고리즘,이광의
간호학관,="0204",419,비주얼프로그래밍Ⅱ,장경식
간호학관,="0204",510,피아노세미나 II,김하영
간호학관,="0204",623,전공탐색과생애설계Ⅰ-Ⅱ,서진석
간호학관,="0204",711,포스트프로덕션워크샵Ⅱ,박세영
간호학관,="0204",712,전공탐색과생애설계Ⅰ-Ⅱ,이정훈
간호학관,="0204",713,고급영화제작실습Ⅱ,김병철
간호학관,="0204",714,감독연구,김이석
간호학관,="0204",715,신성장산업기반저작권,정기택
간호학관,="0204",717,그래픽디자인,이현주
간호학관,="0204",717,그래픽디자인,이현주
간호학관,="0204",718,영상촬영기법,김영조
간호학관,="0204",719,콘텐츠제작프로젝트,손국환
간호학관,="0204",801,일반물리학실험Ⅱ,이수연
간호학관,="0204",811,서비스디자인,이재인
간호학관,="0205",410,프로그래밍및실습Ⅱ-B,박성훈
간호학관,="0205",415,데이터베이스,우영운
간호학관,="0205",417,영어회화,얀커트
간호학관,="0205",510,피아노세미나 II,김하영
간호학관,="0205",616,캡스톤디자인Ⅰ,김근형
간호학관,="0205",713,스크린액팅실습,김진태
간호학관,="0205",717,영상콘텐츠분석,전경란
간호학관,="0205",718,영상촬영기법,김영조
간호학관,="0205",811,영어회화,데이비드스크래그즈
간호학관,="0206",201,캡스톤디자인Ⅱ,김원일
간호학관,="0206",311,체질침구론Ⅰ,윤현민
간호학관,="0206",412,해부학Ⅱ,김범회
간호학관,="0206",414,한의학과논리Ⅱ,이용태
간호학관,="0206",501,예방의학및실습Ⅱ,이해웅
간호학관,="0206",502,생리학Ⅱ,강경화
간호학관,="0206",509,침구과학Ⅲ,김철홍
간호학관,="0207",101,운동요법론Ⅱ,조성우
간호학관,="0208",404,사상방제론,김종원
간호학관,="0208",412,해부학실습Ⅱ,김범회
간호학관,="0208",414,한의학과논리Ⅱ,이용태
간호학관,="0208",501,방제학Ⅱ,신순식
간호학관,="0208",502,경락경혈학Ⅱ,원지윤
간호학관,="0208",509,소아과학Ⅱ,유선애
간호학관,="0209",210,사상약물론,전수형
간호학관,="0210",211,수면생리론,권찬영
간호학관,="0211",303,외식산업경영연구,박기용
간호학관,="0211",305,유니크베뉴 사례 연구,여호근
간호학관,="0211",313,인적자원관리연구,권혁기
간호학관,="0211",618,자본시장과회계연구론,신희정
간호학관,="0211",709,관광과환경특론,김현지
간호학관,="0211",715,IT와경영전략,홍한국
간호학관,="0211",716,시스템분석및설계연구,강병영
간호학관,="0211",805-1,화물운송론연구,손효준
간호학관,="0211",910,리더십연구,박영봉
간호학관,="0212",303,외식산업경영연구,박기용
간호학관,="0212",305,유니크베뉴 사례 연구,여호근
간호학관,="0212",313,인적자원관리연구,권혁기
간호학관,="0212",618,자본시장과회계연구론,신희정
간호학관,="0212",709,관광과환경특론,김현지
간호학관,="0212",716,시스템분석및설계연구,강병영
간호학관,="0212",805-1,화물운송론연구,손효준
간호학관,="0212",910,정부회계론,변설원
간호학관,="0213",303,외식사업 창업개발연구,배금광
간호학관,="0213",305,서비스경영전략연구,유형숙
간호학관,="0213",313,기업재무이슈,김성태
간호학관,="0213",910,정부회계론,변설원
간호학관,="0214",102,상급건강사정및실습,이혜진
간호학관,="0214",730,간호조직행위론,김명자
간호학관,="0301",704,재난통계학Ⅱ,엄영호
간호학관,="0302",704,재난통계학Ⅱ,엄영호
간호학관,="0303",102,소변론,손변우
간호학관,="0304",206,운동손상증후군,김범회
간호학관,="0304",214,한방생리특론,김경철
간호학관,="0304",314,경락경혈학실습Ⅱ,원지윤
간호학관,="0304",412,원전Ⅱ,이상협
간호학관,="0304",501,방제학Ⅱ,신순식
간호학관,="0304",509,산과학Ⅱ,이인선
간호학관,="0304",512,사상체질의학및실습Ⅱ,전수형
간호학관,="0305",214,한방생리특론,김경철
간호학관,="0305",403,장병론Ⅰ,김원일
간호학관,="0306",415,문학과삶(슬로리딩),이혜진
간호학관,="0306",417,데이터베이스,우영운
간호학관,="0306",517,모래놀이치료와 분석심리학,전애영
간호학관,="0306",519,영어회화,찰스
간호학관,="0306",522,웹프로그래밍Ⅱ,이현섭
간호학관,="0306",522,웹프로그래밍Ⅱ,이현섭
간호학관,="0306",620,3D게임그래픽및실습,윤태준
간호학관,="0306",622,가상현실기술과산업,오세웅
간호학관,="0306",712,영어회화,데이비드스크래그즈
간호학관,="0306",714,아시아영화분석,김병철
간호학관,="0306",715,한국영화,김이석
간호학관,="0306",717,영상콘텐츠분석,전경란
간호학관,="0306",719,모션그래픽Ⅰ,이현주
간호학관,="0306",814-1,고분자재료실험Ⅱ,윤제문
간호학관,="0307",314,창의적비전과심리학,김보성
간호학관,="0307",410,컴퓨터그래픽스Ⅱ,김남규
간호학관,="0307",517,모래놀이치료와 분석심리학,전애영
간호학관,="0307",519,논문지도(석),김이석
간호학관,="0307",522,웹프로그래밍Ⅱ,이현섭
간호학관,="0307",522,웹프로그래밍Ⅱ,이현섭
간호학관,="0307",612-B,스토리텔링과광고,조우리
간호학관,="0307",616,로블록스메타버스게임제작,서진석
간호학관,="0307",711,포스트프로덕션워크샵Ⅱ,박세영
간호학관,="0307",711,포스트프로덕션워크샵Ⅱ,박세영
간호학관,="0307",719,모션그래픽Ⅰ,이현주
간호학관,="0307",720,시각효과제작Ⅱ,이정훈
간호학관,="0308",209,허약아론,유선애
간호학관,="0309",510,앙상블Ⅱ,탁경주
간호학관,="0309",612-B,스토리텔링과광고,조우리
간호학관,="0309",616,컴퓨터그래픽스특강,서진석
간호학관,="0309",622,스마트IT제조기술특별세미나Ⅱ,김근형
간호학관,="0309",720,시각효과제작Ⅱ,이정훈
간호학관,="0310",510,앙상블Ⅱ,탁경주
간호학관,="0310",517,가족미술치료,이지현
간호학관,="0310",614,미디어영상예술론,공지흔
간호학관,="0310",616,컴퓨터그래픽스특강,서진석
간호학관,="0311",510,앙상블Ⅱ,탁경주
간호학관,="0311",517,가족미술치료,이지현
간호학관,="0311",614,미디어영상예술론,공지흔
간호학관,="0311",616,컴퓨터그래픽스특강,서진석
간호학관,="0312",107,논문지도(박)Ⅱ,장성욱
간호학관,="0312",510,신재생에너지공학,이돈규
간호학관,="0313",608,아동재활현장실무,정주현
간호학관,="0313",909,노인치과학Ⅰ,이정화
간호학관,="0401",302,종양학특론,최영현
간호학관,="0401",303,경락원리론Ⅰ,원지윤
간호학관,="0401",412,인체발생학Ⅱ,박철
간호학관,="0401",502,본초Ⅲ,김광민
간호학관,="0401",509,신계내과학Ⅱ,손변우
간호학관,="0401",512,소아과학및실습Ⅱ,유선애
간호학관,="0402",415,프로그래밍실습Ⅱ,우영운
간호학관,="0402",415,프로그래밍실습Ⅱ,우영운
간호학관,="0402",510,기초음향실습,박홍준
간호학관,="0402",517,스포츠 재활방법론,전미현
간호학관,="0402",522,철학의향기와역사이야기,김명우
간호학관,="0402",620,3D게임배경모델링실습,윤태준
간호학관,="0402",623,고급캡스톤디자인,김치용
간호학관,="0402",712,철학의향기와역사이야기,선우성혜
간호학관,="0402",713,고급촬영실기,정성욱
간호학관,="0402",714,감독연구,김이석
간호학관,="0402",717,고급캡스톤디자인,이정훈
간호학관,="0402",720,디지털영상편집Ⅰ,박성대
간호학관,="0402",801,일반물리학실험Ⅱ,이수연
간호학관,="0402",813,인공지능프로그래밍,이정훈
간호학관,="0403",704,사회복지자료분석,이민홍
간호학관,="0404",704,사회복지자료분석,이민홍
간호학관,="0405",204,항암한약학,박상은
간호학관,="0406",403,장병론Ⅰ,김원일
간호학관,="0406",414,의료와사회,김선경
간호학관,="0406",501,양방병리학Ⅱ,신원탁
간호학관,="0406",502,원전Ⅳ,이상협
간호학관,="0406",509,재활의학과학Ⅱ,조성우
간호학관,="0406",512,폐계내과학및실습Ⅱ,진명호
간호학관,="0407",311,체질침구론Ⅰ,윤현민
간호학관,="0407",414,인체발생학,박철
간호학관,="0407",501,양방병리학Ⅱ,신원탁
간호학관,="0407",502,원전Ⅳ,이상협
간호학관,="0407",509,재활의학과학Ⅱ,조성우
간호학관,="0407",512,폐계내과학및실습Ⅱ,진명호
간호학관,="0408",704,엑셀로배우는수학,김수환
간호학관,="0409",510,재즈화성법Ⅰ,연관호
간호학관,="0410",510,재즈화성법Ⅰ,연관호
간호학관,="0411",510,작곡 기법 I,연관호
간호학관,="0411",517,미술치료학개론,이지현
간호학관,="0411",618,통계학,정흥식
간호학관,="0411",620,메타버스를위한디지털트윈설계,윤태준
간호학관,="0412",109,CAE응용,장성욱
간호학관,="0412",417,모바일로보틱스,옥승호
간호학관,="0412",817,빅데이터개론,장시웅
간호학관,="0412",914,딥러닝특론,권순각
간호학관,="0413",120,노인장기요양관리실습Ⅰ,정향미
간호학관,="0413",121,정신간호학실습(산학연계학)Ⅱ,박애영
간호학관,="0501",704,행정통계론,김도경
간호학관,="0502",412,의역학Ⅱ,이상협
간호학관,="0502",414,고급한자,이해웅
간호학관,="0502",501,병리학Ⅱ,박신형
간호학관,="0502",502,생리학Ⅱ,강경화
간호학관,="0502",509,피부외과학Ⅱ,장인욱
간호학관,="0502",512,비계내과학및실습Ⅱ,김원일
간호학관,="0503",412,본초Ⅰ,김인락
간호학관,="0503",414,고급한자,이해웅
간호학관,="0503",501,병리학Ⅱ,박신형
간호학관,="0503",502,생리학실습Ⅱ,강경화
간호학관,="0503",512,심계내과학및실습Ⅱ,김경민
간호학관,="0504",412,본초Ⅰ,김인락
간호학관,="0504",502,생리학실습Ⅱ,강경화
간호학관,="0504",509,신경정신과학Ⅱ,권찬영
간호학관,="0504",512,심계내과학및실습Ⅱ,김경민
간호학관,="0505",501,상한론Ⅱ,지규용
간호학관,="0505",509,신경정신과학Ⅱ,권찬영
간호학관,="0506",412,본초실습Ⅰ,신순식
간호학관,="0506",414,의학영어Ⅱ,김범회
간호학관,="0506",501,상한론Ⅱ,지규용
간호학관,="0506",502,논어,이상협
간호학관,="0506",509,부인과학Ⅱ,최수지
간호학관,="0506",512,안이비인후과학및실습Ⅱ,정미래
간호학관,="0507",412,본초실습Ⅰ,신순식
간호학관,="0507",414,의학영어Ⅱ,김범회
간호학관,="0507",501,온병학,지규용
간호학관,="0507",502,논어,이상협
간호학관,="0507",509,부인과학Ⅱ,최수지
간호학관,="0507",512,안이비인후과학및실습Ⅱ,정미래
간호학관,="0508",309,본초실습Ⅲ,김광민
간호학관,="0508",414,한의학과논리Ⅱ,이용태
간호학관,="0508",501,온병학,지규용
간호학관,="0509",510,논문지도,손명균
간호학관,="0509",517,재즈문화사,탁경주
간호학관,="0509",717,콘텐츠기획,전윤형
간호학관,="0509",719,그래픽디자인,이현주
간호학관,="0510",1003,임상치위생학및실습Ⅵ(캡스톤디자인),김경민
간호학관,="0510",401,의료의질관리특론,박지경
간호학관,="0510",417,근골격계물리치료임상실습(산학연계학),이수경
간호학관,="0510",608,아동재활현장실무(산학연계학),김준석
간호학관,="0510",704,논문지도(박)Ⅰ,이동연
간호학관,="0510",804,고급방사선물리학Ⅱ,이효영
간호학관,="0510",901,논문지도(박)Ⅱ,이민경
간호학관,="0511",401,의료의질관리특론,박지경
간호학관,="0511",704,논문지도(박)Ⅰ,이동연
간호학관,="0511",804,고급방사선물리학Ⅱ,이효영
간호학관,="0511",901,논문지도(박)Ⅱ,이민경
간호학관,="0511",905,논문지도(박)Ⅱ,김혜진
간호학관,="0512",401,의료의질관리특론,박지경
간호학관,="0512",804,고급방사선물리학Ⅱ,이효영
간호학관,="0512",905,논문지도(박)Ⅱ,김혜진
간호학관,="0601",415,국경없는 범죄,남기명
간호학관,="0601",416,사이버보안 법규론,이광현
간호학관,="0601",417,재난예방론,송철우
간호학관,="0601",421,보건기획론,박충무
간호학관,="0602",415,국경없는 범죄,남기명
간호학관,="0602",416,사이버보안 법규론,이광현
간호학관,="0602",417,재난예방론,송철우
간호학관,="0602",421,보건기획론,박충무
간호학관,="0603",415,국경없는 범죄,남기명
간호학관,="0603",416,사이버보안 법규론,이광현
간호학관,="0603",417,재난예방론,송철우
간호학관,="0603",421,보건기획론,박충무
